,"Scalar B, nT","SW Plasma Temperature, K","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Alpha/Prot. ratio,Flow pressure,Kp index,R (Sunspot No.),"Dst-index, nT",f10.7_index
1989-12-25,11.320999999999993,181443.98,8.454,466.32,0.06887000000000004,3.7666999999999997,30.0,267.0,-19.0,248.0
1989-12-26,11.148999999999994,172356.16,8.187,473.61,0.06414000000000003,3.830499999999997,33.0,282.0,-19.0,252.6
1989-12-27,10.974,160261.67,8.447000000000005,468.86,0.06480999999999999,3.7375,37.0,307.0,-28.0,274.8
1989-12-28,8.2,146155.0,3.5,571.0,0.033,2.16,23.0,318.0,-17.0,246.4
1989-12-29,13.0,274267.0,6.7,653.0,0.051,6.05,47.0,272.0,-31.0,242.7
1989-12-30,8.9,191874.0,2.7,595.0,0.084,2.17,40.0,273.0,-86.0,258.2
1989-12-31,7.4,119179.0,3.1,555.0,0.037,2.03,43.0,257.0,-78.0,236.7
1990-01-01,8.6,145457.0,4.0,479.0,0.06023000000000001,1.83,30.0,239.0,-50.0,209.3
1990-01-02,9.6,132321.0,6.0,503.0,0.042,3.05,30.0,226.0,-35.0,208.6
1990-01-03,8.5,206524.0,6.0,463.0,0.061,2.54,27.0,213.0,-38.0,192.5
1990-01-04,9.0,214461.0,5.4,560.0,0.062,3.47,23.0,223.0,-18.0,189.2
1990-01-05,8.3,140224.0,5.7,522.0,0.064,3.27,30.0,210.0,-18.0,187.1
1990-01-06,6.690999999999998,74672.09,7.823,396.73,0.05565999999999999,2.5199000000000007,17.0,185.0,-19.0,180.9
1990-01-07,6.814999999999999,79648.62,7.806000000000008,397.34,0.06888999999999998,2.5256000000000016,13.0,165.0,-13.0,177.1
1990-01-08,7.244999999999994,92417.55,7.511000000000006,402.85,0.05812000000000002,2.5334999999999983,23.0,177.0,-7.0,170.9
1990-01-09,7.688000000000003,135041.73,8.791999999999994,434.27,0.06352000000000001,3.2768,27.0,160.0,-27.0,160.6
1990-01-10,11.1,165450.64,8.535000000000007,470.01,0.06193000000000001,3.853499999999998,30.0,172.0,-35.0,167.2
1990-01-11,11.5,285739.0,6.8,501.0,0.052,3.47,33.0,210.0,-29.0,169.5
1990-01-12,8.0,172018.0,4.6,509.0,0.051,2.41,30.0,221.0,-26.0,170.0
1990-01-13,6.3,138526.0,5.8,451.0,0.05,2.37,23.0,230.0,-18.0,167.0
1990-01-14,5.8,71614.0,6.1,413.0,0.04,2.06,17.0,189.0,-8.0,165.9
1990-01-15,5.0,98111.0,8.6,409.0,0.059,2.91,20.0,201.0,-1.0,184.9
1990-01-16,6.1,70782.0,12.7,383.0,0.055,3.79,20.0,195.0,2.0,187.6
1990-01-17,8.8,89099.0,13.2,367.0,0.051,3.39,20.0,210.0,-11.0,186.8
1990-01-18,6.3,32533.0,30.3,317.0,0.041,5.92,20.0,227.0,-7.0,217.2
1990-01-19,6.907000000000002,70686.6,9.291,358.41,0.06192000000000002,2.4368000000000007,10.0,255.0,8.0,233.1
1990-01-20,9.677999999999995,162259.98,8.066999999999997,464.5,0.06470000000000002,3.6236999999999973,30.0,303.0,-4.0,238.2
1990-01-21,11.440999999999992,177674.85,8.456999999999999,469.04,0.06575000000000003,3.8357999999999994,30.0,278.0,-23.0,250.8
1990-01-22,9.5,248930.0,7.5,520.0,0.042,3.95,33.0,267.0,-28.0,233.7
1990-01-23,11.1,164898.0,6.0,536.0,0.043,3.38,33.0,257.0,-23.0,233.6
1990-01-24,8.5,317675.0,4.0,670.0,0.044,3.52,43.0,245.0,-34.0,239.8
1990-01-25,5.9,279615.0,2.0,683.0,0.052,1.86,33.0,264.0,-38.0,234.6
1990-01-26,4.8,110071.0,1.5,516.0,0.053,0.78,23.0,260.0,-26.0,238.8
1990-01-27,5.0,28690.0,6.2,349.0,0.036,1.38,10.0,271.0,-14.0,232.2
1990-01-28,12.6,56589.0,15.1,355.0,0.076,4.18,17.0,248.0,5.0,230.1
1990-01-29,12.6,250040.0,8.7,441.0,0.09,3.45,37.0,237.0,-26.0,227.8
1990-01-30,14.8,207828.37,11.049,485.1,0.07178999999999998,5.639699999999998,37.0,254.0,-33.0,211.4
1990-01-31,11.180999999999992,173883.04,7.9550000000000045,480.35,0.07110000000000002,3.7516999999999974,33.0,258.0,-36.0,209.3
1990-02-01,10.752,184213.52,8.118000000000004,476.68,0.07283000000000003,3.8307999999999978,33.0,225.0,-32.0,200.8
1990-02-02,9.057000000000002,212432.45,7.748999999999999,520.67,0.050430000000000016,4.165599999999997,40.0,212.0,-46.0,177.8
1990-02-03,8.37599999999999,99267.62,6.895999999999999,408.03,0.06640000000000003,2.363700000000002,20.0,163.0,-28.0,157.9
1990-02-04,11.2,92016.0,22.9,421.0,0.037,7.04,37.0,149.0,-32.0,154.8
1990-02-05,9.4,276838.0,4.2,623.0,0.052,3.34,37.0,128.0,-50.0,150.9
1990-02-06,8.5,143136.0,2.7,518.0,0.037,1.37,20.0,105.0,-28.0,147.5
1990-02-07,10.2,86958.0,3.4,470.0,0.059,1.52,37.0,108.0,-51.0,144.3
1990-02-08,8.7,116589.0,3.7,424.0,0.118,1.41,17.0,125.0,-38.0,142.2
1990-02-09,9.0,57097.0,7.1,359.0,0.092,2.04,17.0,136.0,-20.0,142.0
1990-02-10,8.2,78810.0,10.2,368.0,0.077,3.0,20.0,104.0,-9.0,148.5
1990-02-11,6.7,109034.0,9.6,403.0,0.061,3.23,23.0,99.0,-11.0,134.9
1990-02-12,6.7,133302.0,10.3,416.0,0.07038999999999995,3.56,13.0,105.0,-8.0,140.0
1990-02-13,8.085000000000004,70210.36,10.461000000000007,364.8,0.07264999999999996,2.8717000000000015,17.0,112.0,10.0,142.8
1990-02-14,8.084,138594.61,8.322999999999997,460.32,0.05717,3.4763000000000006,37.0,99.0,-38.0,149.5
1990-02-15,8.065,129407.0,8.421999999999997,465.21,0.0519,3.521800000000001,40.0,103.0,-34.0,148.8
1990-02-16,12.488999999999997,129793.36,11.93699999999999,463.47,0.06847000000000002,5.4122,47.0,84.0,-80.0,148.8
1990-02-17,9.1,124652.0,4.7,506.0,0.059709999999999985,2.41,43.0,71.0,-66.0,151.6
1990-02-18,9.0,130451.0,4.3,512.0,0.058,2.26,37.0,101.0,-50.0,161.1
1990-02-19,8.9,244459.0,6.7,537.0,0.048,3.73,43.0,141.0,-53.0,180.3
1990-02-20,8.6,249506.0,5.4,591.0,0.046,3.77,47.0,176.0,-52.0,189.5
1990-02-21,6.3,102962.0,4.6,524.0,0.057,2.61,30.0,209.0,-39.0,211.9
1990-02-22,9.3,177850.0,7.5,490.0,0.093,4.03,33.0,251.0,-31.0,215.7
1990-02-23,9.7,194130.0,5.4,577.0,0.053,3.6,43.0,315.0,-51.0,216.6
1990-02-24,8.4,159700.0,4.9,549.0,0.054,2.94,40.0,328.0,-69.0,231.5
1990-02-25,7.7,155598.76,8.256999999999996,508.4,0.05503,4.298900000000001,40.0,322.0,-71.0,225.3
1990-02-26,9.929999999999996,146282.08,7.7660000000000045,485.7,0.07251000000000002,3.8247999999999975,33.0,308.0,-54.0,213.3
1990-02-27,9.848999999999998,118182.36,7.829000000000002,473.15,0.06656000000000002,3.5362000000000013,37.0,286.0,-51.0,224.1
1990-02-28,9.983000000000006,160488.51,7.942999999999995,498.98,0.06319000000000001,4.0497,40.0,246.0,-55.0,222.0
1990-03-01,8.192999999999998,295767.0,4.6,503.0,0.061,2.42,33.0,236.0,-46.0,200.0
1990-03-02,5.1,139606.0,5.1,510.0,0.049,2.65,30.0,234.0,-37.0,192.7
1990-03-03,5.3,124920.0,7.9,447.0,0.038,3.11,23.0,223.0,-22.0,176.3
1990-03-04,8.1,67520.0,5.4,392.0,0.042,1.6,17.0,172.0,-17.0,168.9
1990-03-05,8.1,154124.0,9.2,408.0,0.061,3.15,23.0,134.0,-23.0,161.7
1990-03-06,8.7,204523.0,6.2,447.0,0.07,2.6,33.0,142.0,-39.0,163.8
1990-03-07,9.3,107115.0,6.8,407.0,0.064,2.37,20.0,144.0,-21.0,168.1
1990-03-08,9.1,89821.0,8.6,399.0,0.053,2.73,23.0,120.0,-16.0,157.1
1990-03-09,8.8,132436.0,6.5,429.0,0.051,2.38,20.0,97.0,-9.0,150.9
1990-03-10,8.030000000000003,88660.66,7.336999999999998,398.0,0.06291000000000001,2.3778000000000006,20.0,109.0,-12.0,149.0
1990-03-11,7.746,148965.15,8.853000000000003,447.69,0.05890999999999999,3.4674999999999994,27.0,100.0,-7.0,142.5
1990-03-12,7.999000000000007,196436.92,7.559999999999999,519.04,0.04868,4.020899999999998,40.0,116.0,-20.0,146.1
1990-03-13,10.072000000000003,119352.22,9.120000000000005,462.04,0.06523000000000005,3.937099999999999,37.0,113.0,-94.0,146.3
1990-03-14,4.5,63343.0,20.9,450.0,0.035,8.06,37.0,123.0,-49.0,149.8
1990-03-15,3.7,43428.0,13.3,414.0,0.032,4.59,23.0,150.0,-27.0,164.2
1990-03-16,5.2,31333.0,15.0,347.0,0.041,3.53,17.0,176.0,-20.0,178.1
1990-03-17,5.0,24614.0,24.2,321.0,0.022,4.59,7.0,168.0,0.0,182.0
1990-03-18,15.4,206073.0,26.2,420.0,0.051,8.04,40.0,228.0,-13.0,196.4
1990-03-19,7.8,87408.0,13.1,388.0,0.077,4.09,23.0,276.0,-37.0,216.3
1990-03-20,10.1,119416.0,15.3,403.0,0.061,5.15,37.0,297.0,-31.0,223.9
1990-03-21,12.9,379322.0,8.1,585.0,0.062,5.42,57.0,288.0,-106.0,227.6
1990-03-22,10.846999999999994,119129.58,10.464999999999993,471.79,0.06439000000000002,4.711299999999998,40.0,267.0,-74.0,243.1
1990-03-23,10.087000000000007,146752.48,7.653000000000005,501.2,0.06312,3.928299999999999,40.0,282.0,-62.0,245.3
1990-03-24,10.387,155140.11,8.099000000000006,473.23,0.0679,3.7510999999999983,33.0,286.0,-40.0,231.3
1990-03-25,10.871000000000006,146679.98,9.021999999999993,491.87,0.06802,4.476799999999998,43.0,279.0,-61.0,223.9
1990-03-26,11.449000000000002,128126.62,11.460000000000003,464.37,0.053719999999999955,5.126600000000003,47.0,257.0,-71.0,226.9
1990-03-27,11.192000000000005,168754.88,8.016999999999996,500.84,0.06094000000000002,4.1160000000000005,43.0,230.0,-57.0,215.1
1990-03-28,6.9,120860.79,7.607,460.8,0.059689999999999986,3.196200000000001,37.0,176.0,-53.0,206.0
1990-03-29,5.7,68101.0,2.6,481.0,0.06358,1.2,37.0,180.0,-53.0,184.1
1990-03-30,11.4,267662.0,9.1,521.0,0.097,6.08,50.0,182.0,-106.0,186.5
1990-03-31,5.8,61771.0,2.4,513.0,0.08,1.45,20.0,157.0,-69.0,172.8
1990-04-01,5.8,74088.0,3.9,436.0,0.071,1.52,17.0,139.0,-33.0,159.2
1990-04-02,5.6,44484.0,15.4,393.0,0.06,4.99,23.0,154.0,-6.0,153.3
1990-04-03,9.4,95048.0,14.0,373.0,0.06,3.97,30.0,153.0,-22.0,151.6
1990-04-04,7.232999999999999,99065.14,7.924000000000009,402.52,0.06377000000000005,2.632299999999997,23.0,172.0,-20.0,148.6
1990-04-05,7.917999999999995,107768.58,6.877000000000001,412.55,0.061680000000000026,2.400600000000001,23.0,179.0,-18.0,156.5
1990-04-06,7.495999999999998,92802.75,7.111999999999998,400.69,0.06849000000000005,2.3795000000000015,20.0,187.0,-7.0,150.2
1990-04-07,7.867999999999996,99044.96,7.076999999999999,403.6,0.06381000000000002,2.3987000000000025,20.0,173.0,-6.0,155.0
1990-04-08,6.940999999999998,71082.16,8.094999999999999,394.3,0.05434,2.5360000000000005,17.0,173.0,-3.0,152.3
1990-04-09,8.842000000000004,202897.84,7.961999999999997,514.42,0.048940000000000004,4.2102999999999975,40.0,119.0,-18.0,146.8
1990-04-10,20.0,69182.0,18.5,466.0,0.058,8.22,67.0,111.0,-153.0,149.3
1990-04-11,7.7,87562.0,7.9,427.0,0.089,3.24,53.0,119.0,-132.0,160.8
1990-04-12,10.9,264284.0,6.8,646.0,0.048,5.23,63.0,104.0,-108.0,169.9
1990-04-13,7.7,151006.0,2.7,614.0,0.11,2.37,47.0,166.0,-91.0,195.5
1990-04-14,6.9,243952.0,1.9,628.0,0.076,1.53,47.0,192.0,-84.0,215.7
1990-04-15,6.1,253021.0,1.4,559.0,0.053,0.86,37.0,231.0,-65.0,222.9
1990-04-16,5.3,72358.0,3.0,452.0,0.044,1.17,23.0,230.0,-44.0,226.3
1990-04-17,11.339999999999998,111134.18,10.219999999999995,473.73,0.05825999999999997,4.751899999999999,43.0,269.0,-72.0,236.7
1990-04-18,9.621999999999995,124620.17,8.674999999999999,502.59,0.06028000000000002,4.3648,37.0,275.0,-68.0,243.0
1990-04-19,7.5500000000000025,99710.88,7.1019999999999985,395.56,0.08040000000000001,2.3174,20.0,288.0,-38.0,244.2
1990-04-20,10.914999999999994,152087.32,8.310000000000004,467.48,0.07018999999999999,3.733099999999999,30.0,279.0,-36.0,257.1
1990-04-21,10.224000000000013,171298.66,7.094999999999999,467.3,0.09019000000000005,3.0967000000000002,23.0,287.0,-50.0,239.6
1990-04-22,6.3,41572.0,9.1,374.0,0.057,2.61,30.0,280.0,-33.0,232.8
1990-04-23,8.0,176174.0,17.5,455.0,0.099,8.04,43.0,235.0,-66.0,226.3
1990-04-24,6.3,135950.0,5.4,455.0,0.052,2.22,37.0,212.0,-74.0,217.4
1990-04-25,6.3,99878.0,3.7,456.0,0.052,1.55,33.0,216.0,-53.0,198.3
1990-04-26,5.1,46635.0,8.2,393.0,0.032,2.41,27.0,160.0,-40.0,188.9
1990-04-27,6.3,63773.0,7.4,376.0,0.047,2.1,30.0,168.0,-42.0,169.8
1990-04-28,8.8,54113.0,12.2,378.0,0.045,3.44,33.0,139.0,-49.0,152.7
1990-04-29,8.336000000000002,122416.6,8.483000000000004,465.12,0.05898000000000001,3.5670000000000015,40.0,127.0,-67.0,140.9
1990-04-30,7.369000000000002,128658.91,8.329000000000002,454.67,0.06624999999999996,3.4570000000000016,30.0,154.0,-56.0,136.9
1990-05-01,7.726000000000004,105054.15,7.984000000000004,409.49,0.07082000000000005,2.8196000000000008,20.0,93.0,-26.0,129.0
1990-05-02,7.235000000000002,111070.3,9.236999999999998,423.34,0.05804999999999998,3.2325000000000004,23.0,78.0,-15.0,129.2
1990-05-03,8.296000000000001,160874.73,8.904000000000003,479.61,0.05198,4.111099999999999,33.0,81.0,-20.0,125.2
1990-05-04,8.3,237121.0,3.5,513.0,0.04,1.81,27.0,114.0,-20.0,123.6
1990-05-05,7.2,135038.0,3.0,508.0,0.06,1.57,23.0,106.0,-11.0,130.6
1990-05-06,5.4,78639.0,4.6,431.0,0.054,1.74,13.0,141.0,-8.0,151.0
1990-05-07,7.1,55585.0,5.2,374.0,0.04,1.41,17.0,175.0,-2.0,155.5
1990-05-08,7.4,115417.0,8.1,409.0,0.051,2.79,23.0,183.0,0.0,170.7
1990-05-09,8.2,77191.0,14.7,379.0,0.051,4.2,30.0,176.0,-24.0,174.6
1990-05-10,9.2,132603.0,20.8,457.0,0.044,6.66,43.0,154.0,-38.0,195.4
1990-05-11,7.4,121591.51,8.012,457.62,0.05915,3.342700000000001,37.0,167.0,-58.0,205.4
1990-05-12,7.436999999999999,96281.67,7.123000000000002,408.82,0.07425999999999999,2.3806000000000016,17.0,194.0,-47.0,215.2
1990-05-13,7.537999999999995,89724.19,7.260999999999997,398.37,0.07173000000000002,2.3770000000000002,20.0,191.0,-23.0,225.8
1990-05-14,6.5779999999999985,66611.06,8.209,379.1,0.05801999999999998,2.3530999999999995,7.0,187.0,-13.0,224.2
1990-05-15,6.644000000000002,76074.78,8.234000000000002,375.38,0.05855000000000002,2.3331999999999993,13.0,191.0,7.0,246.6
1990-05-16,6.7219999999999995,61471.33,9.317000000000002,361.27,0.05785999999999998,2.4747000000000012,7.0,208.0,16.0,251.5
1990-05-17,5.5,23622.0,15.0,301.0,0.04,2.64,10.0,221.0,13.0,248.9
1990-05-18,12.9,79835.0,15.1,379.0,0.062,4.5,37.0,225.0,-16.0,271.8
1990-05-19,8.7,95068.0,5.9,363.0,0.095,1.74,33.0,248.0,-40.0,280.0
1990-05-20,8.7,71504.0,4.6,430.0,0.08939,1.72,33.0,248.0,-46.0,272.5
1990-05-21,10.4,161047.0,7.0,459.0,0.06689999999999999,3.2,33.0,256.0,-29.0,259.2
1990-05-22,12.1,74995.0,13.0,506.0,0.06726000000000004,6.57,43.0,248.0,-63.0,250.0
1990-05-23,10.7,164671.56,7.015,466.2,0.09290000000000002,3.0846,23.0,212.0,-52.0,239.5
1990-05-24,6.791999999999998,93480.68,7.176999999999996,400.28,0.06946999999999999,2.2914000000000008,17.0,209.0,-29.0,209.2
1990-05-25,7.010000000000002,135479.49,7.808000000000002,456.66,0.05890000000000001,3.270600000000002,33.0,194.0,-36.0,189.1
1990-05-26,11.674999999999997,232352.26,10.740999999999993,511.09,0.058239999999999986,5.429700000000002,47.0,178.0,-28.0,186.3
1990-05-27,10.819000000000006,123421.31,10.853,444.62,0.05694,4.380500000000005,43.0,184.0,-66.0,164.6
1990-05-28,8.661999999999988,100448.37,6.957000000000002,406.13,0.06448000000000004,2.364300000000002,20.0,160.0,-28.0,159.3
1990-05-29,7.636000000000001,102674.01,7.125000000000003,405.34,0.07114000000000004,2.419800000000002,23.0,156.0,-12.0,144.8
1990-05-30,9.3,325151.0,7.1,572.0,0.045,4.57,37.0,119.0,-14.0,142.5
1990-05-31,5.8,133229.0,3.7,537.0,0.051,2.14,27.0,134.0,-12.0,142.5
1990-06-01,4.8,89115.0,4.1,481.0,0.05,1.9,23.0,140.0,-13.0,140.6
1990-06-02,5.3,81419.0,4.0,412.0,0.053,1.37,17.0,116.0,-7.0,141.2
1990-06-03,5.4,57880.0,6.1,360.0,0.047,1.56,17.0,106.0,-2.0,146.1
1990-06-04,6.4,59872.0,5.3,351.0,0.071,1.37,13.0,112.0,2.0,148.1
1990-06-05,5.9,37612.0,8.2,329.0,0.064,1.88,13.0,115.0,5.0,153.7
1990-06-06,5.8,46735.0,14.7,307.0,0.132,2.94,23.0,147.0,3.0,161.4
1990-06-07,6.802000000000001,130873.69,7.971999999999996,451.76,0.06080000000000006,3.2081000000000013,33.0,156.0,-24.0,183.6
1990-06-08,6.931000000000003,121891.4,8.192,436.9,0.05763,3.0441,30.0,144.0,-14.0,195.5
1990-06-09,9.366000000000003,195381.41,8.175999999999995,507.98,0.06349,4.320099999999998,40.0,126.0,-37.0,203.9
1990-06-10,7.365,124879.7,8.251000000000003,435.34,0.059660000000000026,3.026100000000001,30.0,156.0,-22.0,207.5
1990-06-11,7.5080000000000044,123182.38,8.891999999999996,436.56,0.05468000000000002,3.2683999999999997,27.0,183.0,-13.0,217.2
1990-06-12,20.4,299219.0,11.6,655.0,0.1,12.26,53.0,167.0,-30.0,221.8
1990-06-13,9.6,114977.0,8.0,656.0,0.078,7.44,53.0,177.0,-92.0,208.8
1990-06-14,14.5,173425.0,12.5,685.0,0.105,14.7,53.0,172.0,-55.0,206.8
1990-06-15,6.2,86423.0,1.5,503.0,0.13,1.01,23.0,148.0,-52.0,196.3
1990-06-16,4.0,39701.0,2.2,431.0,0.069,0.83,13.0,160.0,-29.0,189.9
1990-06-17,4.9,39694.0,3.5,372.0,0.052,0.96,7.0,145.0,-14.0,187.5
1990-06-18,6.6,63386.0,4.5,383.0,0.052,1.32,23.0,121.0,-10.0,169.5
1990-06-19,7.073000000000002,74418.95,7.241999999999995,400.03,0.06412,2.299100000000002,17.0,115.0,-19.0,163.5
1990-06-20,6.820999999999998,69706.41,8.04,383.3,0.06975,2.3445999999999994,7.0,99.0,-5.0,161.2
1990-06-21,6.523000000000001,67964.04,8.266999999999998,384.55,0.06011999999999996,2.3786999999999994,13.0,83.0,3.0,155.8
1990-06-22,6.489999999999998,74757.09,7.840999999999997,399.53,0.06602999999999998,2.528900000000002,13.0,103.0,-7.0,145.2
1990-06-23,6.928000000000001,79133.13,8.014000000000005,401.07,0.06699999999999998,2.6046000000000014,17.0,93.0,3.0,139.1
1990-06-24,10.1,139655.0,10.7,383.0,0.061,3.23,20.0,128.0,13.0,143.8
1990-06-25,6.1,103736.0,7.0,400.0,0.065,2.34,20.0,137.0,5.0,149.3
1990-06-26,4.7,77972.0,5.2,421.0,0.058,1.91,20.0,150.0,2.0,154.5
1990-06-27,6.5,63923.0,8.3,386.0,0.049,2.49,23.0,204.0,6.0,173.4
1990-06-28,6.3,80254.0,6.1,415.0,0.072,2.25,17.0,268.0,-2.0,187.7
1990-06-29,5.7,86604.0,7.1,409.0,0.041,2.34,20.0,295.0,5.0,210.8
1990-06-30,3.8,68958.0,4.7,362.0,0.054,1.24,10.0,334.0,3.0,226.6
1990-07-01,3.2,46594.0,5.2,331.0,0.061,1.18,13.0,348.0,5.0,248.3
1990-07-02,7.3750000000000036,89438.54,7.848,384.02,0.06967999999999996,2.3359,17.0,324.0,-1.0,276.6
1990-07-03,7.483000000000005,81048.64,8.290999999999997,379.78,0.06780999999999998,2.4786000000000006,17.0,338.0,3.0,253.8
1990-07-04,7.579000000000002,82614.48,8.464,377.0,0.06585000000000003,2.4877,20.0,308.0,17.0,238.3
1990-07-05,8.082999999999997,93724.32,7.525,387.09,0.06309000000000001,2.2816000000000005,23.0,272.0,-3.0,231.6
1990-07-06,7.335000000000001,69416.97,8.12,378.3,0.058420000000000034,2.3627,17.0,238.0,6.0,221.8
1990-07-07,7.0,42200.0,6.3,330.0,0.067,1.44,17.0,221.0,0.0,215.7
1990-07-08,7.9,123768.0,2.5,367.0,0.084,0.79,23.0,173.0,-10.0,189.6
1990-07-09,7.4,71167.0,2.0,342.0,0.045,0.48,13.0,130.0,1.0,170.9
